SENSORGPS_LATITUDE,SENSORGPS_LONGITUDE,ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER_Z,GYROSCOPE_X,GYROSCOPE_Y,GYROSCOPE_Z,Light_v,Date_time,context,label
23.7215,90.4258,0.366516,-6.42122,9.80411,-0.000137329,0.000198364,0.0,0.0,3/9/2022 6:42,outro,não alterar
23.7216,90.4257,0.354309,-6.41476,9.80602,-0.000244141,-6.1e-05,0.000228882,0.0,3/9/2022 7:07,outro,não alterar
23.7216,90.4257,0.357651,-6.41788,9.79741,0.000198364,6.1e-05,-0.000274658,0.0,3/9/2022 7:23,outro,não alterar
23.7215,90.4256,0.360535,-6.41763,9.80386,4.58e-05,0.0,6.1e-05,0.0,3/9/2022 7:39,outro,não alterar
23.7215,90.4256,0.355499,-6.42194,9.79764,-4.58e-05,-0.000213623,-0.000152588,0.0,3/9/2022 7:54,outro,não alterar
23.7215,90.4256,0.358612,-6.42075,9.80099,6.1e-05,0.000106812,0.000152588,0.0,3/9/2022 8:10,outro,não alterar
23.7216,90.4257,0.359329,-6.40733,9.8192,0.000167847,-0.000320435,-4.58e-05,0.0,3/9/2022 8:26,outro,não alterar
23.7216,90.4257,0.358612,-6.40733,9.78998,4.58e-05,-3.05e-05,0.0,0.0,3/9/2022 8:41,outro,não alterar
23.7216,90.4258,0.365784,-6.40805,9.79788,0.000106812,0.000198364,-0.00038147,0.0,3/9/2022 8:57,outro,não alterar
23.7216,90.4258,0.366028,-6.41069,9.80339,-0.000106812,3.05e-05,-0.000152588,0.0,3/9/2022 9:13,outro,não alterar
23.7215,90.4258,0.338257,-6.6956,9.70091,0.0,-0.000106812,4.58e-05,0.0,3/9/2022 9:28,outro,não alterar
23.7215,90.4258,0.343292,-6.69128,9.69925,-0.000106812,-0.000274658,-0.000106812,0.0,3/9/2022 9:44,outro,não alterar
23.7215,90.4258,0.340408,-6.68794,9.69231,6.1e-05,0.0,4.58e-05,0.0,3/9/2022 10:00,outro,não alterar
23.7215,90.4258,0.338745,-6.69057,9.70786,-4.58e-05,7.63e-05,0.000488281,0.0,3/9/2022 10:19,outro,não alterar
23.7215,90.4258,0.3452,-6.68579,9.71696,0.000198364,-0.000106812,3.05e-05,0.0,3/9/2022 10:35,outro,não alterar
23.7215,90.4258,0.376328,-6.48419,9.76843,-0.000198364,-3.05e-05,6.1e-05,0.0,3/9/2022 10:51,outro,não alterar
23.7215,90.4258,0.368179,-6.47604,9.77538,4.58e-05,-3.05e-05,-4.58e-05,0.0,3/9/2022 11:06,outro,não alterar
23.7215,90.4258,4.30305,9.5706,3.39699,-0.047821,0.0216522,-0.106491,0.0,3/9/2022 11:21,outro,não alterar
23.7248,90.4289,0.319107,0.410385,9.81105,0.00422668,-0.00733948,0.000228882,20.0,3/9/2022 11:36,outro,não alterar
23.7453,90.4256,2.79471,-1.21288,10.0241,-0.0150452,0.0343018,-0.0229492,0.0,3/9/2022 11:51,outro,não alterar
23.7638,90.4072,1.25404,-1.4487,10.8753,0.135834,-0.246292,-0.166885,11.0,3/9/2022 12:46,outro,não alterar
23.7637,90.4076,-3.46852,-0.767563,-8.01617,0.00306702,0.00840759,0.0100403,0.0,3/9/2022 13:12,outro,não alterar
23.7642,90.4064,-4.67281,-1.9886,8.73605,0.00579834,-0.00274658,0.00105286,0.0,3/9/2022 14:02,outro,não alterar
23.764,90.4076,-9.33838,-3.05617,1.60301,0.000259399,-0.000305176,3.05e-05,27.0,3/9/2022 14:43,outro,não alterar
23.7635,90.4075,0.351196,-3.51941,10.2969,-1.53e-05,-0.000183105,-0.00012207,46.0,3/9/2022 16:04,outro,não alterar
23.7634,90.4075,2.98865,6.05832,-0.400223,0.0871735,0.0189362,0.0847778,0.0,3/9/2022 16:32,outro,não alterar
23.7634,90.4075,3.53691,5.89311,-1.20946,-0.020401,0.00547791,0.0134583,0.0,3/9/2022 16:51,outro,não alterar
23.7642,90.4064,1.42763,6.52518,1.06743,0.052887,-0.0526428,0.00938416,0.0,3/9/2022 17:18,outro,não alterar
23.7639,90.4066,2.30629,6.18521,-1.20706,-0.275879,-0.206985,-0.0133057,0.0,3/9/2022 17:49,outro,não alterar
23.7633,90.4059,3.3358,3.89395,-0.0458832,1.28513,1.73322,1.19164,0.0,3/9/2022 18:17,outro,não alterar
23.7634,90.4044,3.04132,-0.628693,-8.39206,0.00691223,0.00746155,-0.016861,0.0,3/9/2022 18:44,outro,não alterar
23.7238,90.428,0.345444,10.5929,-2.59091,2.82332,0.679977,-1.16522,0.0,3/10/2022 7:08,outro,não alterar
23.7238,90.428,0.697388,-1.9072,-9.16299,-0.0125122,-0.00263977,-0.0104523,0.0,3/10/2022 7:23,outro,não alterar
23.7238,90.428,1.65747,7.64328,1.57021,-0.0251923,0.0148468,-0.00590515,0.0,3/10/2022 7:46,outro,não alterar
23.7636,90.4071,0.525009,1.18372,9.34897,-0.00187683,0.000595093,-0.00126648,0.0,3/10/2022 8:18,outro,não alterar
23.7636,90.4071,0.359802,-3.52328,10.3426,3.05e-05,9.16e-05,-1.53e-05,2.0,3/10/2022 8:33,outro,não alterar
23.7636,90.4071,0.659088,-5.17767,10.2253,6.1e-05,0.000778198,-0.000549316,0.0,3/10/2022 9:14,outro,não alterar
23.7636,90.4071,-1.32811,-12.5303,-0.912582,0.347916,0.541153,0.0488129,0.0,3/10/2022 9:33,outro,não alterar
23.7637,90.4076,-1.7016,-3.76509,10.0936,-0.00210571,-0.0063324,-0.0162964,0.0,3/10/2022 9:55,outro,não alterar
23.7215,90.4258,0.354538,-6.83183,9.64848,0.000152588,0.000167847,0.000259399,67.0,3/10/2022 22:10,outro,não alterar
23.7215,90.4258,0.351913,-6.73582,9.68631,-0.000152588,4.58e-05,3.05e-05,62.0,3/10/2022 22:51,outro,não alterar
23.7215,90.4258,0.357178,-6.71954,9.70068,0.000167847,0.000183105,6.1e-05,62.0,3/10/2022 23:31,outro,não alterar
23.7215,90.4258,0.353821,-6.71475,9.70474,0.000305176,0.000305176,0.0,67.0,3/11/2022 0:18,outro,não alterar
23.7215,90.4258,0.352859,-6.70781,9.69614,-0.000350952,-3.05e-05,0.000152588,62.0,3/11/2022 1:00,outro,não alterar
23.7215,90.4258,0.613602,0.439117,9.36334,0.01651,0.00540161,-0.00975037,2.0,3/11/2022 1:32,outro,não alterar
23.7215,90.4258,-1.08389,-2.69968,10.1654,-0.137344,-0.15535,-0.0447693,0.0,3/11/2022 1:55,outro,não alterar
23.7215,90.4258,0.410095,-7.59343,9.32503,-3.05e-05,-3.05e-05,-9.16e-05,0.0,3/11/2022 2:28,outro,não alterar
23.7215,90.4258,0.417267,-7.57426,9.32503,3.05e-05,-3.05e-05,1.53e-05,0.0,3/11/2022 3:08,outro,não alterar
23.7215,90.4258,0.410095,-7.59343,9.33221,6.1e-05,0.00012207,3.05e-05,0.0,3/11/2022 3:56,outro,não alterar
23.7215,90.4258,0.400513,-7.58864,9.32024,-3.05e-05,1.53e-05,9.16e-05,0.0,3/11/2022 4:15,outro,não alterar
23.7215,90.4258,0.410095,-7.58145,9.33221,0.000228882,1.53e-05,-0.000167847,0.0,3/11/2022 4:32,outro,não alterar
23.7215,90.4258,0.402908,-7.59583,9.32982,6.1e-05,-6.1e-05,-6.1e-05,0.0,3/11/2022 4:50,outro,não alterar
23.7215,90.4258,0.414871,-7.6006,9.33701,1.53e-05,-4.58e-05,-6.1e-05,0.0,3/11/2022 5:29,outro,não alterar
23.7215,90.4258,0.4077,-7.57666,9.32503,0.000442505,-3.05e-05,-6.1e-05,0.0,3/11/2022 6:04,outro,não alterar
23.7215,90.4258,0.393326,-7.57426,9.31544,1.53e-05,-1.53e-05,-1.53e-05,0.0,3/11/2022 6:36,outro,não alterar
23.7215,90.4258,0.402908,-7.59343,9.32024,-9.16e-05,7.63e-05,-1.53e-05,0.0,3/11/2022 6:58,outro,não alterar
23.7215,90.4258,0.4077,-7.57426,9.33461,-0.000244141,9.16e-05,9.16e-05,0.0,3/11/2022 7:15,outro,não alterar
23.7215,90.4258,0.4077,-7.56949,9.32263,-4.58e-05,3.05e-05,3.05e-05,0.0,3/11/2022 7:31,outro,não alterar
23.7215,90.4258,-0.135788,-12.0395,-0.472046,0.169937,-0.239578,0.127502,0.0,3/11/2022 7:48,outro,não alterar
23.7215,90.4252,1.73169,-3.02049,10.3474,-0.00259399,-0.0144653,0.0137939,0.0,3/11/2022 8:03,outro,não alterar
23.7553,90.362,-0.602661,-8.64209,-0.381073,0.104309,0.105484,-0.0437927,0.0,3/11/2022 8:21,outro,não alterar
23.7553,90.362,-2.29297,-12.2454,-2.38741,0.0128784,-0.0321045,0.00445557,0.0,3/11/2022 8:46,outro,não alterar
23.7446,90.4223,-0.73674,5.83087,0.171997,0.0205688,-0.00244141,-0.0901794,0.0,3/11/2022 9:03,outro,não alterar
23.743,90.4248,0.525009,-1.17458,10.0936,-0.0115814,0.001297,0.0195312,957.0,3/11/2022 9:22,outro,não alterar
23.743,90.4248,0.879349,1.14062,9.54768,0.228531,-0.213684,-0.108582,750.0,3/11/2022 9:37,outro,não alterar
23.743,90.4247,2.61993,6.2666,1.59894,0.00273132,0.0118713,0.00372314,0.0,3/11/2022 9:52,outro,não alterar
23.743,90.4248,0.316711,6.58743,1.25179,-0.00865173,-0.0783081,-0.0088501,0.0,3/11/2022 10:07,outro,não alterar
23.743,90.4244,-2.46774,1.18611,5.25967,1.06653,-0.578308,-1.3448,0.0,3/11/2022 10:22,outro,não alterar
23.7452,90.4222,2.28474,5.01683,-1.2334,0.373917,0.03508,0.0180969,0.0,3/11/2022 10:45,outro,não alterar
23.7242,90.4225,0.331085,-2.40997,10.2731,0.000152588,-0.00115967,-0.000244141,0.0,3/11/2022 13:26,outro,não alterar
23.7241,90.4224,-1.60823,-12.547,2.90857,0.132568,0.0939789,-0.0457458,0.0,3/11/2022 13:51,outro,não alterar
23.7231,90.4212,0.393326,-3.5999,10.3354,-6.1e-05,-9.16e-05,9.16e-05,0.0,3/11/2022 14:10,outro,não alterar
23.7215,90.4258,0.4077,-3.60709,10.3114,0.000366211,-0.00012207,-7.63e-05,0.0,3/11/2022 14:25,outro,não alterar
23.7215,90.4258,0.406265,-3.60516,10.3373,-0.000366211,0.000320435,0.000473022,0.0,3/11/2022 14:40,outro,não alterar
23.7215,90.4258,0.414871,-3.60709,10.3043,-7.63e-05,0.000396729,-0.000106812,0.0,3/11/2022 14:55,outro,não alterar
23.7215,90.4258,0.410568,-3.60229,10.3299,-9.16e-05,-0.000152588,9.16e-05,0.0,3/11/2022 15:10,outro,não alterar
23.7215,90.4258,0.411758,-3.60899,10.3361,0.000152588,0.000106812,0.0,0.0,3/11/2022 15:25,outro,não alterar
23.7215,90.4258,0.410324,-3.60565,10.3359,-0.000305176,-0.000427246,0.000396729,0.0,3/11/2022 15:40,outro,não alterar
23.7215,90.4258,0.414627,-3.60492,10.3397,-3.05e-05,3.05e-05,0.0,0.0,3/11/2022 15:55,outro,não alterar
23.7215,90.4258,0.394287,-3.6212,10.3349,-0.000183105,-6.1e-05,0.0,0.0,3/11/2022 16:10,outro,não alterar
23.7215,90.4258,0.40625,-3.62241,10.3371,-6.1e-05,7.63e-05,0.0,0.0,3/11/2022 16:25,outro,não alterar
23.7216,90.4258,0.39093,-3.63103,10.3378,3.05e-05,-6.1e-05,3.05e-05,0.0,3/11/2022 16:47,outro,não alterar
23.7215,90.4258,0.415115,-3.60516,10.3392,0.000335693,0.0,0.0,0.0,3/11/2022 17:26,outro,não alterar
23.7215,90.4258,-0.851196,-0.933334,9.89636,-0.00683594,-0.00891113,-0.0114441,11.0,3/11/2022 18:05,outro,não alterar
23.7215,90.4258,-1.36401,-0.197739,9.62909,-0.0269318,-0.00354004,-0.00697327,0.0,3/11/2022 18:30,outro,não alterar
23.7215,90.4258,0.359802,-4.48814,10.254,-0.000137329,0.000183105,4.58e-05,46.0,3/11/2022 19:00,outro,não alterar
23.7215,90.4258,0.355026,-4.49294,10.2829,0.0,-3.05e-05,-0.000213623,0.0,3/11/2022 19:15,outro,não alterar
23.7215,90.4258,-0.253113,-5.09149,10.151,0.000244141,-7.63e-05,-0.000183105,0.0,3/11/2022 19:32,outro,não alterar
23.7219,90.425,-0.00170898,-4.5504,10.2683,0.000152588,4.58e-05,0.0,0.0,3/11/2022 19:49,outro,não alterar
23.7215,90.4258,-0.0194397,-4.54393,10.2607,4.58e-05,7.63e-05,-7.63e-05,0.0,3/11/2022 20:05,outro,não alterar
23.7215,90.4258,0.0140839,-4.47163,10.2815,0.000137329,0.0,0.0,46.0,3/11/2022 20:21,outro,não alterar
23.7215,90.4258,-0.0498352,-4.4101,10.2825,-0.000534058,-3.05e-05,0.000854492,0.0,3/11/2022 20:36,outro,não alterar
23.7215,90.4258,-0.0352325,-4.38376,10.2863,-0.000106812,7.63e-05,0.0,0.0,3/11/2022 20:52,outro,não alterar
23.7215,90.4258,-0.0318756,-4.37323,10.2846,-4.58e-05,0.000106812,3.05e-05,0.0,3/11/2022 21:07,outro,não alterar
23.7215,90.4258,0.304749,-4.82333,10.242,4.58e-05,1.53e-05,-1.53e-05,0.0,3/11/2022 21:23,outro,não alterar
23.7215,90.4258,0.321976,-4.50371,10.2825,-0.000106812,-9.16e-05,0.000183105,0.0,3/11/2022 21:40,outro,não alterar
23.7215,90.4258,0.320541,-4.49892,10.2789,6.1e-05,4.58e-05,9.16e-05,0.0,3/11/2022 21:56,outro,não alterar
23.7216,90.4258,0.37178,-6.88953,9.65782,-0.000152588,-0.000198364,0.00012207,62.0,3/11/2022 22:12,outro,não alterar
23.7215,90.4258,0.355026,-6.84883,9.65782,-9.16e-05,-1.53e-05,0.00012207,51.0,3/11/2022 22:28,outro,não alterar
23.7215,90.4258,0.369385,-6.76503,9.69614,-0.00012207,-7.63e-05,4.58e-05,62.0,3/11/2022 22:49,outro,não alterar
23.7215,90.4258,0.436417,-3.61186,10.345,-0.000274658,-0.000106812,0.000152588,100.0,3/11/2022 23:05,outro,não alterar
23.7215,90.4258,0.444794,-3.61139,10.3359,-6.1e-05,0.0,1.53e-05,100.0,3/11/2022 23:20,outro,não alterar
23.7215,90.4258,0.441681,-3.61139,10.3361,-7.63e-05,0.0,4.58e-05,100.0,3/11/2022 23:37,outro,não alterar
23.7215,90.4258,0.438583,-3.6066,10.3428,-0.00062561,-3.05e-05,0.0,83.0,3/11/2022 23:53,outro,não alterar
23.7215,90.4258,0.442642,-3.60852,10.3323,-0.00012207,7.63e-05,0.000244141,100.0,3/12/2022 0:09,outro,não alterar
23.7215,90.4258,0.441925,-3.60588,10.3385,0.00012207,9.16e-05,-6.1e-05,83.0,3/12/2022 0:24,outro,não alterar
23.7215,90.4258,0.441925,-3.60732,10.3344,0.00012207,-0.000152588,3.05e-05,76.0,3/12/2022 0:39,outro,não alterar
23.7215,90.4258,0.434265,-3.60492,10.3311,0.000183105,0.0,0.0,41.0,3/12/2022 0:55,outro,não alterar
23.7215,90.4258,0.40889,-3.61403,10.3409,-0.000366211,-0.00012207,0.0,95.0,3/12/2022 1:10,outro,não alterar
23.7215,90.4258,0.410568,-3.61929,10.3368,0.0,-0.00012207,0.0,95.0,3/12/2022 1:29,outro,não alterar
23.7215,90.4258,0.411041,-3.62169,10.338,-3.05e-05,3.05e-05,3.05e-05,95.0,3/12/2022 1:44,outro,não alterar
23.7215,90.4258,0.408173,-3.61331,10.3418,9.16e-05,-0.000167847,-9.16e-05,95.0,3/12/2022 2:00,outro,não alterar
23.7215,90.4258,0.405777,-3.61259,10.343,0.000106812,-7.63e-05,0.0,95.0,3/12/2022 2:15,outro,não alterar
23.7215,90.4258,0.413208,-3.6188,10.3452,-0.000228882,-0.000259399,0.000152588,100.0,3/12/2022 2:30,outro,não alterar
23.7215,90.4257,0.994278,-2.99417,10.345,0.0,0.0,7.63e-05,0.0,3/12/2022 2:52,outro,não alterar
23.7215,90.4258,0.417023,-3.62505,10.3643,-0.000427246,-0.000473022,0.000259399,100.0,3/12/2022 3:17,outro,não alterar
23.7215,90.4258,0.42038,-3.61977,10.3533,-3.05e-05,0.0,0.0,100.0,3/12/2022 3:33,outro,não alterar
23.7215,90.4258,0.395966,-3.59247,10.3632,-0.000366211,6.1e-05,9.16e-05,0.0,3/12/2022 3:49,outro,não alterar
23.7215,90.4258,0.430435,-3.60014,10.3394,0.000198364,-9.16e-05,-4.58e-05,0.0,3/12/2022 4:21,outro,não alterar
23.7215,90.4258,0.429001,-3.60445,10.3404,6.1e-05,0.000167847,0.0,0.0,3/12/2022 4:37,outro,não alterar
23.7215,90.4258,0.431396,-3.6042,10.3457,-6.1e-05,-4.58e-05,-0.000106812,0.0,3/12/2022 4:53,outro,não alterar
23.7215,90.4258,0.429962,-3.60181,10.3426,-0.000213623,-0.000106812,0.0,0.0,3/12/2022 5:09,outro,não alterar
23.7215,90.4258,0.429962,-3.60397,10.3452,0.000152588,-0.000244141,0.0,0.0,3/12/2022 5:25,outro,não alterar
23.7215,90.4258,0.429474,-3.60326,10.3502,0.000305176,-4.58e-05,0.0,0.0,3/12/2022 5:41,outro,não alterar
23.7215,90.4258,0.432602,-3.60397,10.3452,-0.000823975,0.000167847,0.0,0.0,3/12/2022 5:56,outro,não alterar
23.7215,90.4258,0.429245,-3.60158,10.3471,0.0,-0.000259399,0.0,0.0,3/12/2022 6:12,outro,não alterar
23.7215,90.4258,0.431641,-3.60133,10.3469,-7.63e-05,0.00050354,0.0,0.0,3/12/2022 6:28,outro,não alterar
23.7215,90.4258,0.429489,-3.60565,10.3416,0.000259399,9.16e-05,-7.63e-05,0.0,3/12/2022 6:44,outro,não alterar
23.7215,90.4258,0.427811,-3.60037,10.3428,0.000259399,6.1e-05,6.1e-05,20.0,3/12/2022 7:00,outro,não alterar
23.7215,90.4258,0.428284,-3.60086,10.3502,0.000167847,0.000274658,6.1e-05,53.0,3/12/2022 7:15,outro,não alterar
23.7215,90.4258,0.432831,-3.60133,10.3471,-0.000213623,-0.000106812,0.0,79.0,3/12/2022 7:31,outro,não alterar
23.7215,90.4258,0.432587,-3.60062,10.3452,0.000167847,3.05e-05,0.0,13.0,3/12/2022 7:47,outro,não alterar
23.7215,90.4258,0.432602,-3.59918,10.338,-0.000259399,0.000411987,0.0,4.0,3/12/2022 8:02,outro,não alterar
23.7215,90.4258,0.431641,-3.60301,10.3486,-0.000259399,0.000167847,0.0,2.0,3/12/2022 8:17,outro,não alterar
23.7215,90.4258,0.437378,-3.5999,10.31,-0.000274658,0.00038147,-0.000427246,2.0,3/12/2022 8:33,outro,não alterar
23.7215,90.4258,0.42804,-3.60133,10.3454,-4.58e-05,0.000274658,0.0,2.0,3/12/2022 8:48,outro,não alterar
23.7215,90.4258,0.432587,-3.60565,10.3471,-0.000366211,-4.58e-05,0.0,2.0,3/12/2022 9:03,outro,não alterar
23.7215,90.4258,0.429718,-3.59918,10.3433,-3.05e-05,-4.58e-05,3.05e-05,0.0,3/12/2022 9:19,outro,não alterar
23.7215,90.4258,0.429718,-3.60086,10.3486,0.0,0.0,3.05e-05,2.0,3/12/2022 9:34,outro,não alterar
23.7215,90.4258,0.431152,-3.59631,10.3442,3.05e-05,-4.58e-05,-0.000106812,0.0,3/12/2022 9:50,outro,não alterar
23.7215,90.4258,0.431396,-3.59775,10.3497,0.000152588,-0.000106812,9.16e-05,0.0,3/12/2022 10:06,outro,não alterar
23.7215,90.4258,0.432114,-3.60326,10.3464,9.16e-05,6.1e-05,0.0,0.0,3/12/2022 10:21,outro,não alterar
23.7215,90.4258,-0.449432,-0.710098,9.53333,-0.00257874,0.010025,0.00323486,0.0,3/12/2022 10:37,outro,não alterar
23.7215,90.4258,0.302353,-4.80179,10.242,-4.58e-05,0.0,-4.58e-05,0.0,3/12/2022 10:52,outro,não alterar
23.7215,90.4258,0.403152,-3.63437,10.3366,-0.000228882,0.0,-7.63e-05,0.0,3/12/2022 11:08,outro,não alterar
23.7215,90.4258,0.400986,-3.62839,10.3399,-0.000259399,0.000228882,-0.000106812,0.0,3/12/2022 11:24,outro,não alterar
23.7215,90.4258,0.406021,-3.61737,10.3409,0.000106812,-0.00012207,-1.53e-05,0.0,3/12/2022 11:40,outro,não alterar
23.7215,90.4258,-0.195648,-1.09077,10.3234,0.0113831,0.0203552,0.0181732,0.0,3/12/2022 11:55,outro,não alterar
23.7215,90.4258,0.406265,-3.62288,10.3493,6.1e-05,0.0,3.05e-05,0.0,3/12/2022 12:24,outro,não alterar
23.7215,90.4258,0.402435,-3.61952,10.3507,0.0,-4.58e-05,-4.58e-05,0.0,3/12/2022 12:40,outro,não alterar
23.7215,90.4258,2.75641,6.30252,1.17278,0.0113525,0.00183105,0.00453186,0.0,3/12/2022 12:56,outro,não alterar
23.7215,90.4258,1.67183,0.841354,9.40643,0.000274658,-0.00137329,-6.1e-05,116.0,3/12/2022 13:11,outro,não alterar
23.7238,90.4286,-2.61378,-3.03487,-8.85654,-0.00205994,0.00288391,0.00152588,0.0,3/12/2022 13:26,outro,não alterar
23.7238,90.4286,-6.30565,-3.11867,-14.3536,0.0253448,0.0431976,0.0330505,0.0,3/12/2022 13:41,outro,não alterar
23.7238,90.4286,1.12596,6.58983,1.05305,-0.0331879,-0.00109863,-0.0705109,0.0,3/12/2022 13:56,outro,não alterar
23.7569,90.4279,0.338257,-3.394,10.3737,-1.53e-05,4.58e-05,-6.1e-05,2.0,3/12/2022 14:22,outro,não alterar
23.757,90.4279,0.290375,-3.62384,10.3665,6.1e-05,0.000289917,-0.00012207,18.0,3/12/2022 14:41,outro,não alterar
23.757,90.4279,0.320068,-3.63988,10.3502,0.000366211,0.000366211,-0.000305176,13.0,3/12/2022 15:01,outro,não alterar
23.757,90.4279,0.319351,-3.68034,10.3318,1.53e-05,-0.000198364,6.1e-05,37.0,3/12/2022 15:16,outro,não alterar
23.757,90.4279,0.313843,-3.67842,10.3318,-0.000106812,-3.05e-05,0.000259399,37.0,3/12/2022 15:31,outro,não alterar
23.757,90.4279,0.376816,-3.66214,10.3337,0.000167847,7.63e-05,-0.000106812,44.0,3/12/2022 15:46,outro,não alterar
23.757,90.4279,0.366989,-3.67819,10.3363,0.000137329,-9.16e-05,-6.1e-05,41.0,3/12/2022 16:02,outro,não alterar
23.757,90.4279,0.37059,-3.67891,10.3375,-4.58e-05,-9.16e-05,0.000152588,44.0,3/12/2022 16:17,outro,não alterar
23.757,90.4279,0.373932,-3.67963,10.3416,0.000183105,6.1e-05,-0.000213623,44.0,3/12/2022 16:33,outro,não alterar
23.757,90.4279,0.371536,-3.67531,10.3387,-0.000167847,-0.000259399,9.16e-05,41.0,3/12/2022 16:48,outro,não alterar
23.757,90.4279,0.412003,-3.62624,10.3299,0.000167847,-0.000106812,0.0,46.0,3/12/2022 17:04,outro,não alterar
23.757,90.4279,0.422302,-3.61809,10.3457,0.000213623,1.53e-05,0.000152588,53.0,3/12/2022 17:20,outro,não alterar
23.757,90.4279,0.39357,-3.6188,10.3821,-0.000411987,-4.58e-05,0.000228882,58.0,3/12/2022 17:35,outro,não alterar
23.757,90.4279,0.406967,-3.63031,10.3397,9.16e-05,-4.58e-05,0.0,53.0,3/12/2022 17:51,outro,não alterar
23.757,90.4279,0.323898,-3.63342,10.3378,7.63e-05,0.000152588,0.000137329,51.0,3/12/2022 18:06,outro,não alterar
23.757,90.4279,0.32605,-3.6528,10.3421,-0.000366211,-0.000396729,-0.000106812,51.0,3/12/2022 18:22,outro,não alterar
23.757,90.4279,0.527405,-3.56398,10.3569,6.1e-05,1.53e-05,1.53e-05,60.0,3/12/2022 18:38,outro,não alterar
23.757,90.4279,0.530762,-3.57213,10.3454,7.63e-05,0.000152588,-0.000152588,60.0,3/12/2022 18:59,outro,não alterar
23.757,90.4279,0.0437775,-12.8774,1.64682,0.157944,0.104965,-0.0374908,0.0,3/12/2022 19:15,outro,não alterar
23.757,90.4276,0.477127,-3.57356,10.3617,3.05e-05,-0.000488281,0.00012207,62.0,3/12/2022 19:31,outro,não alterar
23.757,90.4279,0.446716,-3.5932,10.3562,-4.58e-05,1.53e-05,0.0,60.0,3/12/2022 19:48,outro,não alterar
23.757,90.4279,-0.0268555,-3.53957,10.3203,-0.000183105,-0.000244141,1.53e-05,9.0,3/12/2022 20:05,outro,não alterar
23.757,90.4279,0.173538,-3.57356,10.3366,-9.16e-05,0.000152588,6.1e-05,13.0,3/12/2022 20:22,outro,não alterar
23.757,90.4279,0.230042,-3.59056,10.3574,0.0,-0.000305176,0.0,11.0,3/12/2022 20:39,outro,não alterar
23.757,90.4279,0.254471,-3.60349,10.3531,-9.16e-05,4.58e-05,0.0,11.0,3/12/2022 20:59,outro,não alterar
23.757,90.4279,0.261642,-3.60588,10.3548,-3.05e-05,0.000183105,0.000106812,11.0,3/12/2022 21:17,outro,não alterar
23.757,90.4279,2.29433,-15.5805,-1.89899,0.689682,0.274658,0.146835,0.0,3/12/2022 21:36,outro,não alterar
23.7552,90.4279,2.88091,-14.4408,-0.141647,0.092804,-0.141022,-0.17215,0.0,3/12/2022 21:52,outro,não alterar
23.7588,90.418,2.44037,1.06641,9.45192,0.00312805,-0.0199127,-0.00506592,13.0,3/12/2022 22:07,outro,não alterar
23.7588,90.418,-0.731949,-1.99339,11.1829,-0.0240631,0.0231628,0.022522,0.0,3/12/2022 22:22,outro,não alterar
23.7279,90.4286,1.10201,-0.480255,8.82465,0.113434,-0.270721,0.169006,0.0,3/12/2022 22:37,outro,não alterar
23.7221,90.4265,0.386139,-6.74588,9.69135,-0.000183105,6.1e-05,-6.1e-05,67.0,3/12/2022 22:53,outro,não alterar
23.7238,90.428,0.733551,-2.56621,10.5374,-0.0473938,0.0184021,0.0422058,13.0,3/12/2022 23:09,outro,não alterar
23.7216,90.4256,0.699783,-6.74348,9.69135,6.1e-05,6.1e-05,-0.000213623,60.0,3/12/2022 23:32,outro,não alterar
23.7215,90.4258,0.685425,-6.75067,9.69852,7.63e-05,-1.53e-05,0.000289917,58.0,3/12/2022 23:49,outro,não alterar
23.7215,90.4258,0.563324,-6.7363,9.72008,-0.000213623,-3.05e-05,0.000198364,60.0,3/13/2022 0:05,outro,não alterar
23.7215,90.4258,0.546555,-6.7363,9.70091,7.63e-05,-1.53e-05,-0.000106812,60.0,3/13/2022 0:20,outro,não alterar
23.7215,90.4258,0.355026,-6.70517,9.72246,-0.000213623,-6.1e-05,0.000137329,58.0,3/13/2022 0:36,outro,não alterar
23.7215,90.4258,0.350708,-6.71164,9.72868,-0.00012207,-9.16e-05,1.53e-05,58.0,3/13/2022 0:51,outro,não alterar
23.7215,90.4258,0.348557,-6.71811,9.71361,0.000305176,6.1e-05,0.0,60.0,3/13/2022 1:07,outro,não alterar
23.7215,90.4257,0.342804,-6.66447,9.73851,0.000427246,-0.000259399,-0.00038147,0.0,3/13/2022 1:23,outro,não alterar
23.7215,90.4257,0.344727,-6.6664,9.72749,-0.000411987,0.000259399,0.0,0.0,3/13/2022 1:38,outro,não alterar
23.7215,90.4257,0.345688,-6.66855,9.73515,-4.58e-05,-0.000152588,7.63e-05,0.0,3/13/2022 1:54,outro,não alterar
23.7215,90.4258,0.352631,-6.6628,9.74617,-0.000366211,-1.53e-05,3.05e-05,0.0,3/13/2022 2:09,outro,não alterar
23.7215,90.4258,0.339462,-6.6628,9.73325,0.000106812,0.0,0.0,0.0,3/13/2022 2:25,outro,não alterar
23.7215,90.4258,0.344727,-6.66064,9.73108,-0.000228882,-1.53e-05,0.0,0.0,3/13/2022 2:40,outro,não alterar
23.7215,90.4258,2.07884,-1.27992,9.96907,-0.0241394,-0.00172424,-0.00941467,0.0,3/13/2022 2:56,outro,não alterar
23.7215,90.4258,0.351196,-6.67668,9.7318,0.000167847,-0.000427246,1.53e-05,0.0,3/13/2022 3:16,outro,não alterar
