id,location,noise_level,noise_category,acceleration_x,acceleration_y,acceleration_z,gyroscope_x,gyroscope_y,gyroscope_z,gyroscope_orientation,movement_state,estado
779,Universidade,80.65,ruidoso,-3.563463884693585,4.850163462923936,10.09360301608364,4.0211071795305084,-1.1123711584618556,3.100962103909983,virado para cima,movimento rapido,não alterar
780,Piscina,93.73,ruidoso,-2.081358969401748,2.7647804752012295,9.46612823649788,0.5760144881593896,-3.0326613320479603,7.943898088156369,virado para cima,movimento rapido,não alterar
781,Shopping,67.53,moderado,-0.07887514143237767,-0.07990038926199064,9.735673548056749,3.845054179328219,0.6517417724437572,-3.6583031343696875,virado para baixo,estatico,silenciar
782,Parque,5.99,silencio,-2.9692242783957434,-3.908668451107067,12.384377313316492,-2.051574988273149,-1.4592902977631617,6.376289267162517,virado para cima,movimento rapido,não alterar
783,Biblioteca,9.92,silencio,1.292696298104132,1.0675483772041288,8.881198826403827,-4.207513877070991,-1.3166714421085612,-4.976841667006401,virado para baixo,movimento lento,silenciar
784,Escola,39.76,moderado,-3.5082529338685275,-1.769401163859095,5.74080431180481,1.924851216301964,-2.959260801222026,3.8742748790416686,virado para cima,movimento rapido,não alterar
785,Auditorio,72.92,ruidoso,-0.9438899177090292,-0.9559185095811711,8.420614443641863,1.8967545247935398,4.974308686115934,-0.08637353821230981,virado para baixo,movimento lento,não alterar
786,Igreja,28.28,silencio,-5.0303947050348485,0.8297958032719048,12.992425660960027,-4.890571865437546,-2.135806007224066,-1.7310357142330248,virado para baixo,movimento rapido,não alterar
787,Zoo,42.8,moderado,-2.5610175511730233,-2.2152298375410835,8.053632075247934,-0.20309325296169367,-1.4123402164240568,7.252929550965978,virado para cima,movimento rapido,não alterar
788,Hotel,76.69,ruidoso,-0.06303867164981611,0.15730404517848567,9.741222492641151,-3.3614327379059725,2.52505436001337,-10.015463747162668,virado para baixo,estatico,não alterar
789,Casa,92.08,ruidoso,0.7361689282495489,0.7210245881824857,8.685159813185026,-0.5420061841399445,-1.639371103629421,9.669367618726918,virado para cima,movimento lento,não alterar
790,Restaurante,86.48,ruidoso,-2.2825412140723276,1.88157991633061,13.125690852464688,4.137644243099788,4.490278708663252,-8.83129990745094,virado para baixo,movimento rapido,não alterar
791,Praia,59.65,moderado,-0.6320319389718749,5.01262216842971,12.455109223338493,-2.1365742122241342,-1.1176508977507809,-8.93040508409923,virado para baixo,movimento rapido,não alterar
792,Piscina,62.63,moderado,-0.06595090846822682,-0.6648189364890306,8.107632203420815,-4.23641076532759,1.995124169929145,8.653293630726496,virado para cima,movimento lento,silenciar
793,GinÃ¡sio,27.66,silencio,0.053000743965162855,0.014443407220241428,9.960942527015073,3.1600954273228012,-4.3207235115715354,5.750105228157587,virado para cima,estatico,silenciar
794,Praia,75.87,ruidoso,0.19939925357298266,-0.11276575185183045,9.678925295677322,-4.096544608619582,2.114464607116606,0.5543581423428937,virado para cima,estatico,não alterar
795,Museu,70.4,ruidoso,-0.3184025915494446,0.1962024433243137,9.402156140268879,1.2020023672658535,1.3131811058111604,-4.508425155091335,virado para baixo,movimento lento,não alterar
796,GinÃ¡sio,40.43,moderado,-0.6502085909810262,-1.3657940303464666,8.67602699712924,1.6119590716266703,-2.1660350018951346,-5.881817795088372,virado para baixo,movimento lento,silenciar
797,Aeroporto,86.66,ruidoso,-1.1351715578711157,-1.3165740255404443,9.716181380059727,1.7227215182681066,-3.57507319470103,5.945633663475194,virado para cima,movimento lento,não alterar
798,GinÃ¡sio,34.71,moderado,-0.03182945324029124,0.1263442140300689,9.681534504775485,4.199167208149994,-1.1504925242430646,-8.187878533005705,virado para baixo,estatico,silenciar
799,Shopping,43.23,moderado,-0.1993612644295432,0.16383122876859296,9.807476812412032,-1.7536121634214292,-4.564500188984634,-2.558443094042228,virado para baixo,estatico,silenciar
800,Farmacia,29.24,silencio,-0.060285061095536996,-0.03820056748364653,9.853810111120875,-4.492693798411829,4.639696072589131,-8.144353584278416,virado para baixo,movimento lento,silenciar
801,Restaurante,48.49,moderado,0.0984286584099967,0.181855492057032,9.910881487043143,4.046447341610338,3.376321598175227,-3.268043085482855,virado para baixo,estatico,silenciar
802,Biblioteca,91.9,ruidoso,-1.3624479189485283,0.018525062116905078,9.409702913053147,-2.5993605729847413,-2.7087486642627465,-1.099935763878908,virado para baixo,movimento lento,não alterar
803,Campo de Futebol,93.78,ruidoso,0.9135756369211565,-3.3216395523698443,12.769590625247828,2.9443266073002223,-0.3388078420381739,-5.273744422768706,virado para baixo,movimento rapido,não alterar
804,Aeroporto,89.22,ruidoso,0.7170076999505111,-1.3337217945020376,8.24293187914222,-3.7943481902159104,4.057872392122292,-8.6147981603514,virado para baixo,movimento lento,não alterar
805,Parque,73.83,ruidoso,-1.4501799022732254,-1.4147465035831641,9.992662872243168,-4.791334344527444,3.448287992786958,-4.711065017315641,virado para baixo,movimento lento,não alterar
806,Campo de Futebol,37.78,moderado,0.03577215526809763,0.19339308093980329,9.774851937784177,3.614409569371827,1.9896186558713094,1.0573287701961742,virado para cima,estatico,silenciar
807,Restaurante,79.86,ruidoso,0.7931437259074263,0.0810170185279353,9.531365568806741,-3.20813019152766,0.2573215161137845,7.048569357375919,virado para cima,movimento lento,não alterar
808,Escola,50.19,moderado,-0.894815560078527,4.668631955979041,9.043454169794632,-0.7773241351237656,3.3918086482639582,-9.335714425515274,virado para baixo,movimento rapido,não alterar
809,Universidade,69.65,moderado,-0.25313274991929235,0.9332286209698495,9.243311978396468,3.30651215691943,-4.540622115500707,-1.759869822464782,virado para baixo,movimento lento,silenciar
810,Auditorio,51.17,moderado,1.3529044639078487,-0.5675747164269845,9.963096227223785,-2.2233886431072207,2.3450968585290175,7.258098533687291,virado para cima,movimento lento,silenciar
811,Hospital,69.95,moderado,-0.6131095242860719,0.7832896799829543,9.220823824762178,-3.660359082728057,-4.851832461689897,-7.324945454202417,virado para baixo,movimento lento,silenciar
812,Biblioteca,58.08,moderado,-4.240336938373062,-1.8407720445551585,7.619538107703266,3.0587468017200283,2.98101671654662,1.4630086355957828,virado para cima,movimento rapido,não alterar
813,Farmacia,99.74,ruidoso,-5.444778687720835,3.449314351074266,14.880963592742368,1.4963180736265147,5.004786857421353,9.423492200102105,virado para cima,movimento rapido,não alterar
814,Museu,49.63,moderado,0.18280400793644275,-0.02174707035711551,9.969100516379896,4.300193320489757,-0.4688785965232164,8.526268835244787,virado para cima,estatico,silenciar
815,Igreja,15.05,silencio,3.4352748640799344,2.759358868612006,5.633269760667509,-2.539220898533167,0.5352151326422387,-1.3721768402558947,virado para baixo,movimento rapido,não alterar
816,Hotel,57.42,moderado,-0.0859285281858838,0.1129881633470467,9.76277658062091,0.22337959649355227,-0.8790223105619194,-3.122907761080786,virado para baixo,estatico,silenciar
817,Zoo,79.23,ruidoso,2.61709321001514,-4.980984827457542,6.069539935831094,4.571919955070088,3.296890927566104,0.9650452666872735,virado para cima,movimento rapido,não alterar
818,Cinema,6.82,silencio,-0.5879521211072829,-3.0072627866753883,11.404678960725178,4.542413047133038,3.9249793566530284,-4.31656104586659,virado para baixo,movimento rapido,não alterar
819,Museu,72.81,ruidoso,3.4652364053738367,-0.6400879234620218,6.977826864481643,2.0815639950211757,0.38261873136480185,-7.794923402092761,virado para baixo,movimento rapido,não alterar
820,Piscina,83.37,ruidoso,1.1000714046045674,1.089703418372332,9.095294033070148,1.4981015872263121,1.2010094235954636,-8.84963272298994,virado para baixo,movimento lento,não alterar
821,Casa,90.17,ruidoso,2.27754550558189,1.6022032874424896,5.29443240231142,-0.7748086336096928,-4.304247928296822,-6.507046503498476,virado para baixo,movimento rapido,não alterar
822,Cinema,33.55,moderado,-0.9618414633447303,0.3058285108439023,9.637145993750195,-4.914201339625794,4.580667674567637,-8.628564459270084,virado para baixo,movimento lento,silenciar
823,Piscina,0.23,silencio,-2.076476806338632,-1.6804932560086496,14.49608576824718,2.7455182949645156,-1.124583027504785,-6.6548801308857355,virado para baixo,movimento rapido,não alterar
824,Escola,83.56,ruidoso,3.4379319488008306,0.019737855778530822,7.931908906585573,4.845788870617688,3.5052235222392705,5.405345212350417,virado para cima,movimento rapido,não alterar
825,Igreja,39.32,moderado,-1.3758313303173688,-0.7864532419658151,9.345084242000258,3.530676670633433,4.138166744931626,0.1661835193150239,virado para cima,movimento lento,silenciar
826,Igreja,25.39,silencio,-3.267754165241226,-2.633103539788983,9.319393171647475,3.4886348225369272,3.573957925404918,8.180459150761422,virado para cima,movimento rapido,não alterar
827,Auditorio,21.49,silencio,0.04672137841170532,0.04950408075184015,9.707710058509036,3.444598387621794,-5.03725308903604,-2.711262542059856,virado para baixo,estatico,desligar
828,Museu,89.99,ruidoso,0.031484812880136326,0.06023185737769643,9.885575550404432,-1.3056172506325434,4.654258237037096,4.989092457774863,virado para cima,estatico,não alterar
829,Zoo,84.18,ruidoso,5.186494534463456,-3.720749673316122,9.421674586481664,-0.6511314776242927,1.487015340936129,-9.765014163954024,virado para baixo,movimento rapido,não alterar
830,Centro de Conferencias,29.35,silencio,4.332425131418642,-3.302824618937529,9.200804295333391,3.6570274533725837,-3.506498487780292,-4.8788309325794215,virado para baixo,movimento rapido,não alterar
831,Campo de Futebol,61.61,moderado,-1.2443594271304663,-1.0359590537978,9.493532538458814,2.9670695823318105e-05,-4.091299339827323,-6.821525990104326,virado para baixo,movimento lento,silenciar
832,Hotel,61.43,moderado,-0.07664112752956243,-0.207535330839697,9.405411911424693,4.161999522125335,-0.18891445840482862,5.874252912623735,virado para cima,movimento lento,silenciar
833,Piscina,99.15,ruidoso,-0.15502623574372487,1.2761252163412462,9.147529431230025,1.2830182107669685,-2.531976195489792,-4.425839321166797,virado para baixo,movimento lento,não alterar
834,Campo de Futebol,94.76,ruidoso,0.10473583636188377,0.06688848918922907,9.929458011010201,3.739800159234404,0.0032141645286046187,-2.592304107306356,virado para baixo,estatico,não alterar
835,Museu,75.76,ruidoso,-0.17288358093656428,0.19678342589776382,9.99427860819194,4.143139892976282,0.7295454963656574,-8.876252883792379,virado para baixo,estatico,não alterar
836,Zoo,30.39,moderado,-2.4567769480646704,-1.7809351317982802,6.8806512240162565,-0.2156405876303555,-0.2480041061353077,3.0464232792375756,virado para cima,movimento rapido,não alterar
837,Universidade,46.83,moderado,0.19788259421140475,0.1343354840478993,9.689663440380256,-2.0408765597307745,-2.696097684044629,0.6216422774836621,virado para cima,estatico,silenciar
838,Restaurante,38.44,moderado,0.10408796425689998,0.07466239831570393,9.712821238876826,-2.317220113955469,-1.0706429480561281,-2.967007904380576,virado para baixo,estatico,silenciar
839,Piscina,47.32,moderado,0.1325241878078008,0.04207027538698577,9.685011333930245,4.562292588940926,-4.532281368337294,-4.813588147543767,virado para baixo,estatico,silenciar
840,Shopping,86.9,ruidoso,-0.07318259935832097,0.07734464026195464,9.913733562542113,-1.0434778888814396,0.34186371038023255,2.0853658171066596,virado para cima,estatico,não alterar
841,GinÃ¡sio,72.87,ruidoso,-3.8694422302833704,-1.3354777319100926,13.816763391668378,-4.651078531808519,3.7313714429417333,-6.749474472659926,virado para baixo,movimento rapido,não alterar
842,Campo de Futebol,71.57,ruidoso,4.293192183570429,-2.906517122370614,7.746165335858766,-2.355008914911214,1.4774643403759848,-4.204705792194536,virado para baixo,movimento rapido,não alterar
843,Estacao de Comboios,83.72,ruidoso,1.3203259471784885,-0.9304409582190851,8.430098521171491,-4.355032879584715,-1.4866360648370345,4.831651665073933,virado para cima,movimento lento,não alterar
844,Cafe,54.65,moderado,0.17759268591351152,-0.9918076797899553,9.248298104803695,0.013888934473425448,3.2627956817783152,-5.33648470260975,virado para baixo,movimento lento,silenciar
845,Casa,78.74,ruidoso,-1.041970240541441,0.2429248170789795,9.47847031815402,1.276102017144944,2.452988282509549,0.4513885295048513,virado para cima,movimento lento,não alterar
846,Restaurante,76.85,ruidoso,5.447810963512129,2.10150208838426,14.290404604338205,-1.3624307880660225,-2.654550959558761,-3.611060585481932,virado para baixo,movimento rapido,não alterar
847,Hospital,83.72,ruidoso,0.2473838838549578,0.23647075556785824,8.430288731501877,-2.508956361808969,-3.8348869168112922,9.762561832769178,virado para cima,movimento lento,não alterar
848,Cinema,58.02,moderado,-5.465328123132702,-0.42412410244982546,6.726423823712286,-1.8145680795079915,1.8314345325685326,5.1511569065628935,virado para cima,movimento rapido,não alterar
849,Hotel,13.66,silencio,-2.437861180489703,3.9818137458698253,11.759564199324426,-1.91424788962859,4.648483765358861,4.1841234846616215,virado para cima,movimento rapido,não alterar
850,Cinema,16.87,silencio,1.1643600291821592,1.46824606716399,8.298930956308359,-4.268748725455747,2.7002982078573456,-3.2527542933905984,virado para baixo,movimento lento,silenciar
851,Universidade,71.29,ruidoso,-0.7299159252073979,-2.8521428661771813,14.59651878763519,2.3910275811082413,1.5928295684376075,-4.597026190539421,virado para baixo,movimento rapido,não alterar
852,Museu,9.25,silencio,-0.9385079199175763,1.2203304402861805,9.033912289574939,-2.2102806421373646,2.371205440101551,3.22199916899417,virado para cima,movimento rapido,não alterar
853,Centro de Conferencias,10.9,silencio,4.634930315382833,-5.447259075342926,7.16966517999002,-1.802604870122931,4.175661070691016,-3.791199443209042,virado para baixo,movimento rapido,não alterar
854,Centro de Conferencias,89.82,ruidoso,-0.4512145719194087,0.38018800695613253,8.123141725055008,4.232774416298141,-4.689553910143842,0.8250945322456084,virado para cima,movimento lento,não alterar
855,Campo de Futebol,37.86,moderado,0.05915668304537969,-0.04118351662133271,9.942942379502304,-0.08145377929373954,-1.7186894920399283,-9.86875507603839,virado para baixo,estatico,silenciar
856,Universidade,9.48,silencio,-1.773007897893602,1.3109345579328382,9.260823727588186,-3.0324200459897304,1.9839023931876918,-9.259480381787654,virado para baixo,movimento rapido,não alterar
857,Campo de Futebol,43.43,moderado,-1.271608202688224,5.214400908986045,8.229293495454623,1.7724371839778406,0.7507556640525864,6.503697277891798,virado para cima,movimento rapido,não alterar
858,Shopping,56.06,moderado,4.683182979714532,4.284237436065853,13.055710835820458,-3.099266988455381,-0.971982626197372,-0.7464476404698113,virado para baixo,movimento rapido,não alterar
859,Hospital,60.93,moderado,-0.05073436670946041,-0.18035334150834956,9.804438743003939,-3.56797011100366,-1.4087570272782959,5.931486846446853,virado para cima,estatico,silenciar
860,Cafe,50.44,moderado,-0.14338193424417778,-1.9728324958590675,13.66472599863323,-1.1687148855964495,-2.8862344137848845,-7.6464518577395175,virado para baixo,movimento rapido,não alterar
861,Museu,48.93,moderado,-4.005964460999141,-1.7724528769521943,6.746089472209755,1.5644207740729368,2.3056721545512917,1.0334719639794574,virado para cima,movimento rapido,não alterar
862,GinÃ¡sio,28.39,silencio,0.1533261010202095,-0.10556220078447952,9.739587352092881,2.8066600015001746,-4.940484956973117,3.906550087508681,virado para cima,estatico,silenciar
863,Piscina,45.56,moderado,1.4918042666491687,1.1087886214817835,9.063391256287375,-4.598128339824153,-4.9651962536890695,-8.229195774461017,virado para baixo,movimento lento,silenciar
864,Cafe,2.27,silencio,4.212782180319952,1.9931546526335655,6.379562784922289,-3.3118591373891704,-3.3770178806943316,-1.984321332871935,virado para baixo,movimento rapido,não alterar
865,Auditorio,62.07,moderado,2.2219077151430007,2.2775373141823874,11.145839346831197,-0.6301304526354758,-2.906699672970276,-2.960007885099253,virado para baixo,movimento rapido,não alterar
866,Casa,34.4,moderado,-0.10494284874784775,0.17233547006949218,9.910181685613482,2.973742061670633,-4.495116989155967,-7.961658950044521,virado para baixo,estatico,silenciar
867,Casa,71.5,ruidoso,-0.19063800809775377,-0.022934270477915047,9.938235868039927,0.22550704069263375,-4.128372229169764,1.8414082623219952,virado para cima,estatico,não alterar
868,Praia,67.26,moderado,-0.15634482352656365,-0.4933146482924502,8.702434435916642,3.2901576098661875,0.18544161710865986,3.116656234385926,virado para cima,movimento lento,silenciar
869,Estacao de Comboios,32.49,moderado,1.5377351384515103,4.1475932051163085,14.473897277480871,-2.0104090875900114,-2.8884574771387697,7.3062280324611315,virado para cima,movimento rapido,não alterar
870,Auditorio,64.86,moderado,0.023262994637665846,0.14333909919965537,9.779316009024722,-2.357275177601933,1.115195750030111,9.18876126327475,virado para cima,estatico,silenciar
871,Praia,24.03,silencio,-0.19386204386596342,0.1092025226701141,9.823341341524824,0.7401016962295095,-0.7546071548024462,1.0872644762478532,virado para cima,estatico,silenciar
872,Praia,97.54,ruidoso,0.0936386396936782,-0.014142567654329724,9.88934834659189,2.6702083303640802,-3.7277198678194527,-7.900669400433108,virado para baixo,estatico,não alterar
873,Casa,29.09,silencio,0.5115238847359276,0.6817471282742709,9.496764718562543,3.698306190167486,0.14814566047106587,-7.272632772854968,virado para baixo,movimento rapido,não alterar
874,Casa,80.04,ruidoso,-0.8923344608797454,-0.1469632430807497,8.044577804045028,3.706953490155221,0.5395669610967369,0.34280475996587767,virado para cima,movimento lento,não alterar
875,Universidade,90.15,ruidoso,-3.842272090385841,0.5544482315879637,5.702808700752588,-2.0685244229637116,2.898580411450696,-7.213523503032333,virado para baixo,movimento rapido,não alterar
876,Centro de Conferencias,7.31,silencio,0.010271364184970905,0.046658490043641754,9.653876495709719,-4.610490667153751,0.7071422235725534,-7.335847261122778,virado para baixo,estatico,desligar
877,Hotel,88.25,ruidoso,-4.021812405451321,5.078692685936286,8.069795806320087,-1.9125947755850394,0.19318200555865217,-7.012835250751586,virado para baixo,movimento rapido,não alterar
878,GinÃ¡sio,57.3,moderado,-0.12819741919861188,-0.02427409685181145,9.901328443320104,-3.8103618127906014,-1.6945081415278918,5.240198030261832,virado para cima,estatico,silenciar
879,Farmacia,72.26,ruidoso,4.121063633283514,-4.093302891403361,7.168321363563606,3.339058427592965,3.1350337603443874,6.378887688216048,virado para cima,movimento rapido,não alterar
880,Praia,5.77,silencio,-0.002674524109567894,0.13815467268923587,9.913954292885249,-2.1849478862699074,0.78064870454395,3.973250435962328,virado para cima,estatico,silenciar
881,Auditorio,43.67,moderado,-0.1821069288125505,-0.17759892400474345,9.878913727389492,-2.7127573952228463,-0.71975872823722,-6.2525255687801975,virado para baixo,estatico,silenciar
882,Museu,70.77,ruidoso,-1.0764007197835364,0.3067819540892591,6.7096943848530195,-3.344780521226064,0.1739990566576219,-4.816637099459054,virado para baixo,movimento rapido,não alterar
883,Centro de Conferencias,81.09,ruidoso,-0.047534363296739324,0.03225056625093353,9.877656997283442,1.7749179353072566,-2.0571908058468797,4.420236311348466,virado para cima,estatico,não alterar
884,Aeroporto,81.2,ruidoso,-0.09856296129986225,0.027300187944409332,9.666477697220031,-3.4872895498710768,-2.141233179177045,2.084744761294356,virado para cima,estatico,não alterar
885,Hotel,95.94,ruidoso,0.05928596534214908,0.18515745791083876,9.746346512674101,0.17929657192292642,0.751628359158878,-8.355371465383314,virado para baixo,estatico,não alterar
886,Campo de Futebol,80.05,ruidoso,1.483147255339659,-0.43911152882088267,9.554745690991822,-2.047433984995066,-4.817622889323478,0.594611503339191,virado para cima,movimento lento,não alterar
887,Farmacia,6.44,silencio,-0.03332582732970063,0.12585664769835087,9.719832143173386,4.550745403623801,2.9016426850683867,3.721878173481225,virado para cima,estatico,silenciar
888,Shopping,35.63,moderado,2.687776638289103,2.292318129129564,8.729371482226398,-4.585312538621953,-1.9709862252574692,-4.029142651625131,virado para baixo,movimento rapido,não alterar
889,Cafe,5.08,silencio,-4.342055424808528,3.6841149329894503,13.602667512186311,4.553275522531441,-1.9579817671657673,7.749381209216252,virado para cima,movimento rapido,não alterar
890,Casa,47.9,moderado,-0.1752830446160643,0.19939420780427003,9.69383106648781,1.5111598510997981,-0.154030298954874,-5.87162290686487,virado para baixo,estatico,silenciar
891,Igreja,11.31,silencio,0.10573141865495067,-0.005789866124439325,9.936105370890203,-2.9234734750604208,-4.002927897318216,-10.021788244987638,virado para baixo,estatico,desligar
892,Centro de Conferencias,20.26,silencio,0.34618017652808764,0.4198819580945907,8.951262489885861,3.0335132411200276,-1.4417464534141669,4.8817424582965465,virado para cima,movimento lento,silenciar
893,Cinema,60.56,moderado,-1.9586297094625205,-3.1010085768114997,6.63912342419303,-1.511311707049506,-2.4556483851726716,-5.086097490205327,virado para baixo,movimento rapido,não alterar
894,Restaurante,19.66,silencio,-0.061741844582063415,-0.11607173175545223,9.915025794476822,2.3400864453752135,2.038451038538285,-2.493100404018966,virado para baixo,estatico,desligar
895,Museu,11.87,silencio,0.18243150005405773,0.07130187576248098,9.926201200711786,0.7733155248623796,4.043596293307501,1.3277030483937595,virado para cima,estatico,silenciar
896,Biblioteca,20.56,silencio,0.3253643853290771,-1.0204824114416247,8.425306608712122,-2.0545101555119993,-1.0371671177951582,7.425916586156143,virado para cima,movimento lento,silenciar
897,Escola,63.29,moderado,0.917982524213734,-0.20493742321950936,8.971574350699882,2.8179352625032466,-1.038549308060671,-5.854015319657805,virado para baixo,movimento lento,silenciar
898,Farmacia,6.87,silencio,0.4838884465926472,0.2071010188895217,8.839737420426173,3.568008721574321,1.181262090713644,4.233220416328947,virado para cima,movimento lento,silenciar
899,Piscina,65.95,moderado,0.17535390875560375,-0.12740492303221518,9.70737288205655,1.700509740739549,-2.2676119308416958,-8.76169976623549,virado para baixo,estatico,silenciar
900,Auditorio,45.55,moderado,-1.1376011208423902,-0.9376706600230237,8.502545160453218,2.354285450646151,-2.206994430581484,-2.5921738061617976,virado para baixo,movimento lento,silenciar
901,Museu,58.62,moderado,-1.1742209773743215,0.6320862409156174,8.105151570929811,-4.375102240227871,3.9107016583537217,-2.376521563718696,virado para baixo,movimento lento,silenciar
902,Auditorio,97.91,ruidoso,-0.0585600611114625,-0.9660808668336209,8.66410554171512,1.261832180095738,-2.117631857862484,-3.380247805662985,virado para baixo,movimento lento,não alterar
903,GinÃ¡sio,54.11,moderado,0.20428419558627509,-1.4328784183466534,8.867223908764348,-4.237696615655738,0.5708083033999193,8.554143754136028,virado para cima,movimento lento,silenciar
904,Campo de Futebol,47.68,moderado,-0.06253164909104944,0.16713422653775706,9.65016035953833,3.8093495716133514,-3.0338107845612745,6.35662649092941,virado para cima,estatico,silenciar
905,Piscina,77.15,ruidoso,-0.19527041292346137,-0.09871357848935736,9.632362794793629,-1.7130410183467428,-1.402069315115467,1.0934472302951372,virado para cima,estatico,não alterar
906,Escola,20.25,silencio,-1.175471440178168,0.41958703553878585,8.343135277226626,-2.7747873236789835,3.980795536420495,-5.016192561375786,virado para baixo,movimento lento,silenciar
907,Praia,37.69,moderado,-0.013723137279863795,-0.031791772599362306,9.814923244411704,-2.0436426344043896,-0.10939224764943933,-2.8701476298009014,virado para baixo,estatico,silenciar
908,Piscina,94.52,ruidoso,0.14323084936310887,-0.17500632578476394,9.713963079724657,0.12073277468326245,-4.26731805616819,-2.366083173967489,virado para baixo,estatico,não alterar
909,Hotel,9.62,silencio,-1.3858753338803964,0.280920192674174,9.789190870850247,2.8993030406259193,-4.114811767347114,-4.5591097352973655,virado para baixo,movimento lento,silenciar
910,Campo de Futebol,61.09,moderado,0.10820009558227905,-0.19882228248825445,9.661906933495116,3.5321111203123587,4.674018700915437,6.853248696820753,virado para cima,estatico,silenciar
911,Universidade,69.45,moderado,-1.37814617314499,4.754254256953125,10.014966541859627,2.99913174332359,-4.044497278209923,-4.625984085172375,virado para baixo,movimento rapido,não alterar
912,Hotel,5.94,silencio,-0.4949924792206408,1.329299054834408,8.121541338387898,3.6749135330117846,0.9849565049228436,5.38053411001827,virado para cima,movimento lento,silenciar
913,Shopping,55.98,moderado,-0.16493297408854463,-0.10523972567109251,9.643880879421797,-2.8076368558235907,-2.969121105671508,4.636273516751622,virado para cima,estatico,silenciar
914,Igreja,64.27,moderado,0.9682846370260778,0.6520400441232534,8.879664254611386,-3.2022316765699013,4.948463764250823,6.410065887378359,virado para cima,movimento lento,silenciar
915,Hotel,21.13,silencio,0.33014524213301444,0.11934607221412241,9.518855637016868,-1.8738091524363143,2.196538358097827,6.591910548261506,virado para cima,movimento lento,silenciar
916,Farmacia,25.27,silencio,0.5356129026216543,0.8682303209791438,9.355808227973887,4.307427356203899,4.402527647070793,1.7644209187305149,virado para cima,movimento lento,silenciar
917,Zoo,89.7,ruidoso,0.7716430975600543,-0.07915172722429142,8.564214367227178,1.0158301184590925,3.958684720668825,3.9782525403198647,virado para cima,movimento lento,não alterar
918,Aeroporto,70.13,ruidoso,-0.12116308234828121,-0.2388258241066874,8.073495065399939,-4.883958584087955,-1.5465949418070266,-3.9572721712622667,virado para baixo,movimento lento,não alterar
919,Casa,15.41,silencio,-0.6202230060629015,3.969882360509999,11.19906030975436,-2.313686311133981,2.08855636637661,0.29823824671135357,virado para cima,movimento rapido,não alterar
920,Museu,60.39,moderado,4.168707622183966,0.23440867510090246,12.540675857407079,1.4866503485180242,3.367116606505868,-4.855406982318108,virado para baixo,movimento rapido,não alterar
921,Shopping,46.42,moderado,-0.013308768272140753,-0.17773616677741347,9.622681656881927,1.0973816016299724,2.6373650339374635,-7.367396082611731,virado para baixo,estatico,silenciar
922,Biblioteca,89.38,ruidoso,0.32020124485011836,0.71357657881076,8.459010286860448,-4.846014569886399,-4.934155110780898,-9.31149863283204,virado para baixo,movimento lento,não alterar
923,Parque,54.91,moderado,-0.07524735784457293,0.1923458096812261,9.883893908203412,-4.149474484811081,-2.0501847708863448,-9.901165493967069,virado para baixo,estatico,silenciar
924,Hospital,23.72,silencio,0.11335129888682738,0.052770346530682744,9.668030366003137,4.794721669609907,-3.9046418449382836,-3.302959210114951,virado para baixo,estatico,desligar
925,Shopping,84.9,ruidoso,0.08279347765663336,-0.1528982777409007,9.78183553011935,2.9466069007588014,-2.4204826977552982,8.26440256154177,virado para cima,estatico,não alterar
926,Auditorio,17.56,silencio,0.19865488505438395,-0.15952371339503083,9.60044389449846,3.603264393575535,-0.36324141026871926,3.2411166797836333,virado para cima,estatico,silenciar
927,GinÃ¡sio,4.64,silencio,-0.006172810711032872,-0.1141201831849743,9.703377217590091,-1.5512414660561613,-1.9312205026909353,-3.602086299507234,virado para baixo,estatico,silenciar
928,Restaurante,38.03,moderado,0.8367214873472042,0.9616852587039659,8.075586635806966,-4.90971535695133,1.4105637051259616,-8.279324076388699,virado para baixo,movimento lento,silenciar
929,Cafe,12.96,silencio,0.19281853745900662,-0.11762954680817211,9.62286389854576,-2.700841974053535,0.940094207161293,3.9308706405966167,virado para cima,estatico,silenciar
930,Praia,94.29,ruidoso,-0.11612652921305436,-0.05380570985611621,9.774211588339352,-0.6305120302031605,3.7281889594232362,-9.350954582023599,virado para baixo,estatico,não alterar
931,Universidade,50.82,moderado,0.1973676315827731,0.04242340537147929,9.728828576222343,-1.7559938356895928,1.8623055570947493,-2.4409160348512637,virado para baixo,estatico,silenciar
932,Hospital,87.51,ruidoso,0.02753766848453329,0.06518843136421848,9.839188883517252,2.4624317934104036,-2.8203886755918495,-9.492088571000965,virado para baixo,estatico,não alterar
933,Hospital,95.43,ruidoso,1.286750343005914,1.0544622349959294,9.952214703061628,-2.559050878712796,-3.3549793165168134,9.114808955437223,virado para cima,movimento lento,não alterar
934,Estacao de Comboios,95.75,ruidoso,-5.125640595508527,-3.6829554402203057,12.476684111637613,1.7536210718392624,-0.7999443935107977,-2.7913576198543475,virado para baixo,movimento rapido,não alterar
935,Cinema,99.2,ruidoso,1.1153014927697908,-0.4774508403845077,9.403778898209355,1.032795761717068,-4.546082628316276,2.6550472022940816,virado para cima,movimento lento,não alterar
936,Centro de Conferencias,91.45,ruidoso,-0.5156178048771858,-0.14717357099622963,8.42443039146395,1.0764020211638117,1.1458698100457871,2.9496933009617794,virado para cima,movimento lento,não alterar
937,Zoo,89.06,ruidoso,-0.06601006157463551,-1.3790734043435355,9.862306845859033,4.233738556242675,-0.8271759962353094,3.927106498108177,virado para cima,movimento rapido,não alterar
